City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
261,beledweyne,4.7358,45.2036,25.16,66,64,4.47,SO,1707692038
262,cold lake,54.4502,-110.2017,2.97,52,20,5.66,CA,1707692039
263,frolovo,49.7713,43.6622,-2.01,95,100,5.64,RU,1707692039
264,ornskoldsvik,63.2909,18.7153,-14.47,85,100,2.57,SE,1707692039
265,kupang,-10.1667,123.5833,26.32,100,75,0.51,ID,1707692039
266,flin flon,54.7682,-101.865,-7.09,79,100,3.6,CA,1707692040
267,palu,-0.8917,119.8707,24.7,97,95,0.84,ID,1707692040
268,hamilton,39.1834,-84.5333,9.29,63,41,1.34,US,1707692040
269,zouerate,22.7187,-12.4521,22.0,33,0,3.5,MR,1707692041
270,thal,35.4791,72.2439,-2.26,55,70,3.97,PK,1707692041
271,kyustendil,42.2839,22.6911,9.34,98,100,1.7,BG,1707692041
272,winona,43.9666,-91.7668,3.26,43,0,3.09,US,1707692041
273,kargasok,59.0556,80.8572,-21.06,96,91,5.08,RU,1707692042
274,huarmey,-10.0681,-78.1522,26.22,77,93,4.76,PE,1707692042
275,thinadhoo,0.5333,72.9333,26.98,80,29,5.46,MV,1707692042
276,latakia,35.5148,35.7768,13.1,61,100,2.29,SY,1707692043
277,sitka,57.0531,-135.33,5.94,56,75,3.09,US,1707692043
278,gadzhiyevo,69.2551,33.3362,-18.74,98,100,2.46,RU,1707692043
279,new norfolk,-42.7826,147.0587,21.07,53,98,1.19,AU,1707692044
280,hobyo,5.3505,48.5268,26.02,79,89,6.1,SO,1707692044
281,neryungri,56.6709,124.6491,-18.47,99,100,1.3,RU,1707692044
282,kidal,18.4411,1.4078,24.0,8,0,1.92,ML,1707692045
283,jacksonville,30.3322,-81.6556,28.0,60,75,3.6,US,1707691877
284,lucapa,-8.4192,20.7447,19.27,97,99,0.3,AO,1707692048
285,nagqu,31.5,92.0,-13.19,62,100,1.67,CN,1707692048
286,floro,61.5996,5.0328,6.04,56,0,5.66,NO,1707692048
287,kill devil hills,36.0307,-75.676,20.0,93,100,2.57,US,1707692050
288,saint joseph,39.7686,-94.8466,7.78,56,0,2.57,US,1707692050
289,aitape,-3.1374,142.3475,26.81,87,100,2.14,PG,1707692050
290,chonchi,-42.6128,-73.8092,16.56,51,46,2.66,CL,1707692050
291,holualoa,19.6228,-155.9522,24.91,78,20,4.12,US,1707692051
292,piracanjuba,-17.3028,-49.0167,21.02,93,98,2.03,BR,1707692051
293,tolanaro,-25.0319,46.9987,27.04,83,40,7.2,MG,1707692051
294,lebork,54.5392,17.7501,4.4,95,100,3.73,PL,1707692052
295,choibalsan,48.0667,114.5,-5.18,72,65,6.51,MN,1707692052
296,nemuro,43.3236,145.575,-4.81,75,97,3.92,JP,1707692052
297,tura,25.5198,90.2201,14.25,51,34,1.27,IN,1707692053
298,lewes,50.8736,0.0113,7.17,88,44,2.24,GB,1707692053
299,molepolole,-24.4066,25.4951,20.83,67,2,3.98,BW,1707692054
300,nizhniy ingash,56.2,96.53,-13.95,88,93,4.45,RU,1707692054
301,debre werk',10.6667,38.1667,15.18,57,78,2.17,ET,1707692054
302,codrington,-38.2667,141.9667,20.36,68,3,2.08,AU,1707692055
303,minas de marcona,-15.2119,-75.1103,25.14,56,98,3.45,PE,1707692055
304,zhanibek,49.4167,46.85,-3.99,94,100,5.96,KZ,1707692055
305,north platte,41.1239,-100.7654,6.94,46,0,5.14,US,1707692056
306,sao caetano de odivelas,-0.75,-48.02,27.19,85,94,6.82,BR,1707692056
307,tazovsky,67.4667,78.7,-32.79,98,100,2.75,RU,1707692056
308,utrik,11.2278,169.8474,26.16,78,100,10.46,MH,1707692057
309,lakki,32.6079,70.9114,12.14,31,97,0.86,PK,1707692057
310,wacheng,33.7833,114.5167,5.23,87,0,3.32,CN,1707692058
311,moa,20.6569,-74.9403,24.34,70,0,6.28,CU,1707692058
312,fisterra,42.9049,-9.2629,14.3,90,52,9.81,ES,1707692058
313,lompoc,34.6391,-120.4579,18.21,55,0,5.14,US,1707692049
314,praia da vitoria,38.7333,-27.0667,17.14,82,20,12.18,PT,1707692059
315,baikonur,45.6167,63.3167,-5.78,60,100,4.89,KZ,1707692059
316,tual,-5.6667,132.75,28.82,78,78,6.78,ID,1707692060
317,alta,69.9689,23.2717,-15.41,85,0,1.03,NO,1707692060
318,okha,53.5739,142.9478,-21.69,99,99,2.09,RU,1707692060
319,arkhangel'sk,64.5401,40.5433,-23.82,83,20,1.0,RU,1707692061
320,laguna,38.421,-121.4238,16.17,57,0,4.63,US,1707692061
321,ujae,8.9322,165.7642,26.78,74,92,11.27,MH,1707692061
322,saurimo,-9.6608,20.3916,19.24,91,100,1.2,AO,1707692062
323,petropavlovsk-kamchatsky,53.0452,158.6483,-17.53,81,0,4.0,RU,1707692063
324,luderitz,-26.6481,15.1594,17.12,96,1,3.48,NA,1707692063
325,yuzhno-kurilsk,44.0306,145.8556,-7.57,81,61,3.19,RU,1707692063
326,bom jesus,-9.0744,-44.3586,22.77,90,99,1.46,BR,1707692063
327,berdigestyakh,62.0989,126.6992,-26.11,97,100,3.78,RU,1707692064
328,flying fish cove,-10.4217,105.6791,28.17,67,80,2.53,CX,1707692064
329,tbeng meanchey,13.8167,104.9667,18.68,75,18,1.76,KH,1707692064
330,n'zeto,-7.2312,12.8666,26.84,84,88,2.54,AO,1707692065
331,makhjan,17.2698,73.5003,19.51,38,65,0.55,IN,1707692065
332,catabola,-12.15,17.2833,16.79,90,100,0.68,AO,1707692066
333,massawa,15.6097,39.45,25.06,69,88,4.83,ER,1707692066
334,palangkaraya,-2.2,113.8333,22.73,99,100,0.68,ID,1707692066
335,auki,-8.7676,160.7034,27.99,78,84,8.31,SB,1707692067
336,bandarbeyla,9.4942,50.8122,25.65,73,43,3.08,SO,1707692067
337,urjala,61.0833,23.5333,-13.34,90,74,3.29,FI,1707692068
338,richards bay,-28.783,32.0377,21.36,70,100,0.59,ZA,1707692069
339,ismayilli,40.779,48.1638,9.32,46,28,2.27,AZ,1707692069
340,muromtsevo,56.3724,75.2418,-21.98,96,100,4.24,RU,1707692069
341,gunjur,13.2019,-16.7339,23.04,88,0,2.06,GM,1707692070
342,fayroz koh,34.5195,65.2509,-3.27,61,100,2.09,AF,1707692070
343,cabo san lucas,22.8909,-109.9124,23.62,55,20,3.09,MX,1707691827
344,krivosheino,57.3431,83.9261,-19.28,96,98,3.75,RU,1707692070
345,ciudad lazaro cardenas,17.9583,-102.2,26.64,61,0,4.04,MX,1707691952
346,hotan,37.0997,79.9269,1.22,38,23,1.39,CN,1707692071
347,sinabang,2.4803,96.3801,26.77,79,7,0.45,ID,1707692072
348,rongelap,11.1635,166.8941,26.17,79,89,10.25,MH,1707692072
349,pont rouge,48.8833,-72.0825,-1.84,86,100,3.21,CA,1707692072
350,cestos city,5.46,-9.5828,27.4,87,78,2.49,LR,1707692073
351,kuanda,56.3161,116.0806,-15.66,97,99,0.79,RU,1707692073
352,morondava,-20.2833,44.2833,26.84,87,100,2.87,MG,1707692073
353,greenwood,34.1668,-82.1165,18.42,41,40,2.57,US,1707692073
354,persianovka,47.5297,39.4183,10.65,86,100,2.92,RU,1707692074
355,zanjan,36.6736,48.4787,4.83,62,0,0.78,IR,1707692074
356,coyhaique,-45.5752,-72.0662,13.34,47,40,3.09,CL,1707692074
357,i-n-salah,27.1935,2.4607,20.47,30,0,4.91,DZ,1707692075
358,barguzin,53.6167,109.6167,-9.64,72,100,3.46,RU,1707692075
359,aripuana,-9.1667,-60.6333,23.97,97,100,1.02,BR,1707692076
360,haiku-pauwela,20.9219,-156.3051,26.01,69,20,5.14,US,1707692076
